Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Materials,fe3_o2,al2_o3,ca_o,mg_o,s_o3,loi,fine,gravity,na2_si_o3,na_o_h,fine_aggregates,coarse_aggregates,bulk_density,fineness_modulus,water_absorption,duration,temperature,totalCostsTon,totalCo2_footprintTon,totalDelivery_time,fc_28dGroundTruth,fc_28d_Lab_validation
191,430,258.0,0.6,17.2,1696.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,89.48,98.35,5,23.62,NaN
192,440,198.0,0.45,17.6,1746.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.59,85.77,5,34.86,NaN
193,440,220.0,0.5,17.6,1724.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.33,90.73,5,38.66,NaN
194,440,242.0,0.55,17.6,1702.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,88.06,95.68,5,25.88,NaN
195,440,264.0,0.6,17.6,1680.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,90.8,100.64,5,22.4,NaN
196,450,202.5,0.45,18.0,1731.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.72,87.72,5,33.81,NaN
197,450,225.0,0.5,18.0,1709.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.52,92.79,5,38.96,NaN
198,450,247.5,0.55,18.0,1686.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,89.32,97.86,5,25.71,NaN
199,450,270.0,0.6,18.0,1664.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,92.11,102.92,5,20.76,NaN
200,360,162.0,0.45,14.4,1862.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,89.55,92.63,5,41.53,NaN
201,360,180.0,0.5,14.4,1844.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,91.79,96.68,5,42.56,NaN
202,360,198.0,0.55,14.4,1826.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,94.03,100.74,5,33.94,NaN
203,360,216.0,0.6,14.4,1808.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.27,104.79,5,25.58,NaN
204,370,166.5,0.45,14.8,1847.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,90.68,94.58,5,41.34,NaN
205,370,185.0,0.5,14.8,1829.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,92.98,98.74,5,42.72,NaN
206,370,203.5,0.55,14.8,1810.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,95.28,102.91,5,33.49,NaN
207,370,222.0,0.6,14.8,1792.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.58,107.08,5,28.3,NaN
208,380,171.0,0.45,15.2,1833.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,91.81,96.53,5,41.15,NaN
209,380,190.0,0.5,15.2,1814.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,94.18,100.81,5,42.88,NaN
210,380,209.0,0.55,15.2,1795.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.54,105.08,5,33.03,NaN
211,380,228.0,0.6,15.2,1776.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.9,109.36,5,28.01,NaN
212,390,175.5,0.45,15.6,1818.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,92.94,98.48,5,40.96,NaN
213,390,195.0,0.5,15.6,1799.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,95.37,102.87,5,43.03,NaN
214,390,214.5,0.55,15.6,1779.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.79,107.26,5,32.58,NaN
215,390,234.0,0.6,15.6,1760.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,100.21,111.65,5,27.73,NaN
216,400,180.0,0.45,16.0,1804.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,94.07,100.43,5,40.78,NaN
217,400,200.0,0.5,16.0,1784.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.56,104.93,5,43.19,NaN
218,400,220.0,0.55,16.0,1764.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.04,109.43,5,32.12,NaN
219,400,240.0,0.6,16.0,1744.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.53,113.94,5,27.44,NaN
220,410,184.5,0.45,16.4,1789.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,95.2,102.38,5,40.59,NaN
221,410,205.0,0.5,16.4,1769.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.75,106.99,5,43.35,NaN
222,410,225.5,0.55,16.4,1748.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,100.3,111.61,5,31.67,NaN
223,410,246.0,0.6,16.4,1728.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.85,116.23,5,27.16,NaN
224,420,189.0,0.45,16.8,1775.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.33,104.32,5,40.41,NaN
225,420,210.0,0.5,16.8,1754.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.94,109.05,5,43.5,NaN
226,420,231.0,0.55,16.8,1733.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.55,113.78,5,31.24,NaN
227,420,252.0,0.6,16.8,1712.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,104.16,118.51,5,26.89,NaN
228,430,193.5,0.45,17.2,1760.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.46,106.27,5,39.8,NaN
229,430,215.0,0.5,17.2,1739.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,100.14,111.12,5,43.84,NaN
230,430,236.5,0.55,17.2,1717.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.81,115.96,5,32.59,NaN
231,430,258.0,0.6,17.2,1696.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,105.48,120.8,5,27.77,NaN
232,440,198.0,0.45,17.6,1746.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.59,108.22,5,39.19,NaN
233,440,220.0,0.5,17.6,1724.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.33,113.18,5,44.18,NaN
234,440,242.0,0.55,17.6,1702.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,104.06,118.13,5,33.95,NaN
235,440,264.0,0.6,17.6,1680.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,106.8,123.09,5,28.65,NaN
236,450,202.5,0.45,18.0,1731.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.72,110.17,5,38.63,NaN
237,450,225.0,0.5,18.0,1709.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.52,115.24,5,44.49,NaN
238,450,247.5,0.55,18.0,1686.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,105.32,120.31,5,35.2,NaN
239,450,270.0,0.6,18.0,1664.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,60,108.11,125.37,5,29.46,NaN
